workload,BAT,RFMab-Reset,RFMsb-Reset
tpch2,40.0,0.9569929539424666,0.9324903647168381
tpch2,70.0,0.9786216476712637,0.962026761150322
tpch2,100.0,0.9881294630506791,0.9659686718326199
tpch2,140.0,0.9912774043139072,0.9773063153542795
tpch6,40.0,0.9841718577404679,0.9804354372049008
tpch6,70.0,1.0008231884348935,0.9930600402855005
tpch6,100.0,0.9978618062167768,0.9919325072723786
tpch6,140.0,0.999488999098918,1.0001750841851216
wc_8443,40.0,0.956678294028679,0.9316557515530047
wc_8443,70.0,0.9785756743801486,0.9617786218823731
wc_8443,100.0,0.9853963371495122,0.9730916939788872
wc_8443,140.0,0.9901211684930438,0.9808734772711872
wc_map0,40.0,0.9575845463770678,0.9330580636591578
wc_map0,70.0,0.9789217563055448,0.9615470197542733
wc_map0,100.0,0.986182475948633,0.9743612252362961
wc_map0,140.0,0.9904697183128934,0.9814011109162962
ycsb_abgsave,40.0,0.9886734362386085,0.9839274559066221
ycsb_abgsave,70.0,0.9945647245454662,0.9920958464394491
ycsb_abgsave,100.0,0.9962785973163648,0.9944137456344181
ycsb_abgsave,140.0,0.997938256204766,0.9961499295199328
ycsb_aserver,40.0,0.9783785003985601,0.9601644254978405
ycsb_aserver,70.0,0.9883571939002326,0.9791068502378886
ycsb_aserver,100.0,0.9925740582502537,0.9840716742514868
ycsb_aserver,140.0,0.9931598018457469,0.9904990003351317
ycsb_bserver,40.0,0.9837460330461193,0.9733735351446015
ycsb_bserver,70.0,0.993159265335999,0.9827483330872121
ycsb_bserver,100.0,0.9944923902692123,0.9905243938463768
ycsb_bserver,140.0,0.9954124994787259,0.9941858362626849
ycsb_cserver,40.0,0.9867128487462431,0.9747947864193683
ycsb_cserver,70.0,0.9935844834641588,0.9871091804772225
ycsb_cserver,100.0,0.9958993165039074,0.9900172621217481
ycsb_cserver,140.0,0.9976071922146101,0.9924297743814743
ycsb_dserver,40.0,0.9884537988869875,0.9768527259267229
ycsb_dserver,70.0,0.9948341342405359,0.988270243651267
ycsb_dserver,100.0,0.9953048128492569,0.9925516278262347
ycsb_dserver,140.0,0.9959191789312272,0.9940927370653676
ycsb_eserver,40.0,0.9848544142341518,0.9708541789513003
ycsb_eserver,70.0,0.9915783754949553,0.9838544551132972
ycsb_eserver,100.0,0.9942991031758031,0.9886069484821877
ycsb_eserver,140.0,0.9966473365828086,0.9926677302115547
SPEC2K6 (23),40.0,0.9676554197424984,0.9382538276650821
SPEC2K17 (18),40.0,0.9796872297535444,0.9623633030045993
TPC (4),40.0,0.9708220020696261,0.9550336804272509
Hadoop (3),40.0,0.9595179577428826,0.934058031518349
MediaBench (3),40.0,0.9738669011563733,0.9608138782260929
YCSB (6),40.0,0.985130259322682,0.973301561043194
SPEC2K6 (23),70.0,0.9835487339239604,0.9654589019991484
SPEC2K17 (18),70.0,0.991473287668593,0.9793461553495612
TPC (4),70.0,0.9873240540235456,0.9766679821253
Hadoop (3),70.0,0.9799901824122341,0.9627655565563893
MediaBench (3),70.0,0.9882553866047943,0.9796538499667086
YCSB (6),70.0,0.9926772462288874,0.9855219476856132
SPEC2K6 (23),100.0,0.9886835523488878,0.9772470096184012
SPEC2K17 (18),100.0,0.993705191620126,0.986319634961372
TPC (4),100.0,0.9916437729363379,0.9810456167439612
Hadoop (3),100.0,0.9868803254918173,0.9744606144980898
MediaBench (3),100.0,0.9908887502833006,0.9865836124473375
YCSB (6),100.0,0.9948072963297011,0.9900256034130321
SPEC2K6 (23),140.0,0.9912272209538601,0.9832880241667997
SPEC2K17 (18),140.0,0.9962674046738166,0.9913091060622164
TPC (4),140.0,0.9947151938829528,0.9887204554270538
Hadoop (3),140.0,0.9909234062043228,0.9813675247750913
MediaBench (3),140.0,0.9947536478233664,0.9890105654430132
YCSB (6),140.0,0.9961127800920627,0.9933359467782362
All (57),40.0,0.9733277488261085,0.9518218834983857
All (57),70.0,0.9873167303872012,0.9734646208324913
All (57),100.0,0.9911353831367049,0.9821069725791183
All (57),140.0,0.9937687313418353,0.9874871640451435
